Date,Open,High,Low,Close,Volume
23-Feb-18,8.20,9.12,8.08,9.10,2840620
22-Feb-18,8.74,8.90,7.96,8.06,3051419
21-Feb-18,8.70,8.98,8.66,8.76,1331492
20-Feb-18,9.22,9.35,8.58,8.72,2276860
16-Feb-18,9.05,9.38,8.78,9.22,3390516
15-Feb-18,8.50,9.03,8.43,8.89,3142608
14-Feb-18,7.90,8.38,7.76,8.23,2316153
13-Feb-18,7.69,8.11,7.51,7.90,2445155
12-Feb-18,6.86,7.71,6.85,7.64,2608557
9-Feb-18,7.27,7.28,6.65,6.81,3617594
8-Feb-18,7.70,7.78,7.13,7.15,2594590
7-Feb-18,7.78,7.96,7.64,7.67,1463473
6-Feb-18,7.60,7.95,7.55,7.78,1974636
5-Feb-18,7.75,8.15,7.61,7.66,2269927
2-Feb-18,7.99,9.08,7.75,7.84,5577321
1-Feb-18,8.16,8.24,7.96,8.08,1677108
31-Jan-18,8.07,8.40,7.95,8.19,3030593
30-Jan-18,8.02,8.14,7.87,8.07,1897737
29-Jan-18,8.25,8.39,8.02,8.05,1649805
26-Jan-18,8.39,8.48,8.19,8.26,2099686
25-Jan-18,8.25,8.31,8.02,8.29,1482991
24-Jan-18,8.14,8.41,8.10,8.21,2081824
23-Jan-18,8.57,8.83,8.07,8.09,2552359
22-Jan-18,7.74,8.60,7.72,8.53,4410091
19-Jan-18,7.23,7.86,6.99,7.77,3660842
18-Jan-18,7.35,7.40,7.18,7.21,2581955
17-Jan-18,7.83,7.98,7.41,7.42,2850161
16-Jan-18,8.40,8.44,7.78,7.82,2955758
12-Jan-18,7.73,8.32,7.71,8.30,2640785
11-Jan-18,7.43,7.97,7.43,7.72,3842240
10-Jan-18,7.06,7.45,7.01,7.43,2131398
9-Jan-18,7.34,7.75,7.12,7.13,3558748
8-Jan-18,7.19,7.43,7.09,7.34,1889171
5-Jan-18,7.32,7.44,7.18,7.25,1628985
4-Jan-18,7.17,7.40,7.00,7.34,2157755
3-Jan-18,7.35,7.46,7.16,7.22,1828352
2-Jan-18,6.79,7.32,6.59,7.27,3625011
29-Dec-17,6.92,7.16,6.71,6.76,4765829
28-Dec-17,6.79,7.04,6.65,6.83,3450136
27-Dec-17,6.94,7.00,6.65,6.81,3127895
26-Dec-17,6.92,7.23,6.92,6.96,2482998
22-Dec-17,7.04,7.10,6.81,6.98,3252319
21-Dec-17,7.35,7.42,7.09,7.11,3643475
20-Dec-17,7.48,7.61,7.24,7.34,3637228
19-Dec-17,8.19,8.26,7.32,7.44,4604890
18-Dec-17,8.08,8.59,8.00,8.20,4555458
15-Dec-17,8.33,8.86,7.89,8.08,10252460
14-Dec-17,9.52,9.65,8.32,8.69,7291958
